"product_id","special_offer_label","product_name","top_note","heart_note","base_note","brand","brand_id","selling_price","website_id"
814,特價,Yves Saint Laurent YSL Parisienne EDP (90 ml / 3 FL OZ),佛手柑、檸檬,白松香、鼠尾草,橡樹，雪松,Yves Saint Laurent (YSL),27,1053.00,3
816,特價,Yves Saint Laurent Kouros Body for men (100 ml / 3.4 FL OZ),佛手柑、豆蔻、苹果,薰衣草、迷迭香、胡椒,零陵香豆、琥珀、檀香,Yves Saint Laurent (YSL),27,887.00,3
817,特價,Yves Saint Laurent YSL Black Opium Nuit Blanche EDP (90 ml / 3 FL OZ),卡拉布里亚佛手柑、橘子、橙花橙、天芥菜,茉莉茉莉、香草,雪松、麝香,Yves Saint Laurent (YSL),27,1727.00,3
822,特價,Yves Saint Laurent Paris EDP (75 ml / 2.5 FL OZ),香檸檬、檸檬,八角、橄欖開花、癒創木頭,皮革，烟草，唐卡豆,Yves Saint Laurent (YSL),27,1200.00,3
830,特價,Yves Saint Laurent YSL Manifesto EDP (90 ml / 3 FL OZ),黑加侖、梨,虹膜、茉莉、橙花,广藿香，薰草豆，香草,Yves Saint Laurent (YSL),27,1672.00,3
862,特價,Yves Saint Laurent YSL Black Opium EDP (50 ml / 1.7 FL OZ),蘋果、雪松、風鈴草、西西里檸檬,白玫瑰、竹、茉莉花,琥珀、麝香、雪松,Yves Saint Laurent (YSL),27,955.00,3
332,特價,Lacoste Pour Femme EDP (90 ml / 3 FL OZ),苦橙、橙、柠檬,玫瑰、晚香玉、茉莉、金银花、百合,通卡豆、广藿香、香草、麝香、檀香,Lacoste,73,760.00,3
335,特價,Kenneth Cole Black Bold for men (100 ML / 3.4 FL OZ),"白松香, 醛類, 蒿屬, 薰衣草, 佛手柑, 橙子, 檸檬","松樹針, 康乃馨, 肉桂, 茉莉花, 香芹籽","皮革, 橡苔, 勞丹脂, 廣藿香, 麝香, 雪松, 琥珀色",Kenneth Cole,136,346.00,3
339,特價,John Varvatos Artisan Pure (125 ML / 4.2 FL OZ),仙人掌、龙舌兰、向日葵,椰子、雞蛋花、橙花,檀香木、香根草、苔蘚,John Varvatos,108,818.00,3
341,特價,John Varvatos Artisan for men (125 ML / 4.2 FL OZ),日本柚子 香櫞 香瓜,茉莉花茶 橙花 蓮花,檀香 廣木 藿香 香草 雪松,John Varvatos,108,608.00,3
345,特價,Juicy Couture I Love Juicy Couture EDP (50 ml / 1.7 FL OZ),麝香，琥珀，紫羅蘭葉和廣藿香,楠,楠,Juicy Couture,128,452.00,3
350,特價,Juicy Couture Couture Couture (100 ml / 3.4 FL OZ),柑橘,玉兰,广藿香、雪松,Juicy Couture,128,343.00,3
356,特價,John Varvatos Vintage for men (125 ML / 4.2 FL OZ),李子、黑醋栗,棉花糖、牡丹,檀香、深香草,John Varvatos,108,495.00,3
364,特價,Issey Miyake L’eau Bleue D’issey Pour Homme (75 ml / 2.5 FL OZ),肉荳蔻、荳蔻,麝香、烏木,雪松、香根草、琥珀,Issey Miyake,51,650.00,3
367,特價,Jean Patou Joy Forever Eau De Parfum (75 ML / 2.5 FL OZ),香菜、金葵、醛、巴西玫瑰木,仙客来、肉桂、鼠尾草、劳丹脂,麝香、雪松、龙涎香、艾草,Jean patou,68,834.00,3
380,特價,Hugo Boss Dark Blue Eau De Toilette for men (75 ML / 2.5 FL OZ),牡丹，桃花，茶葉，綠丁香，琥珀，麝香，中國桂花,楠,楠,Hugo Boss,104,375.00,3
386,特價,Hugo Boss energize for men (75 ml / 2.5 FL OZ),生薑、肉桂、佛手、小荳蔻,蘋果、鼠尾草、雞血石,柚木、檀香、零陵香豆、琥珀、白麝香,Hugo Boss,104,453.00,3
436,特價,Davidoff cool water for men (200 ML / 6.8 FL OZ),艾蒿、香菜、波斯树脂、罗勒、佛手柑、巴西玫瑰木,勞丹脂、肉荳蔻、香料、康乃馨、廣藿香、茉莉、香根草、玫瑰、松樹針、天竺葵,皮革、檀香、零陵香豆、琥珀、椰子、香草、橡苔、雪松、styrax、海狸香,Davidoff,29,502.00,3
829,特價,Jean Paul Gaultier Classique EDT (50 ml / 1.7 FL OZ),玫瑰、桃,琥珀、麝香,廣藿香、檀香,Jean Paul Gaultier,140,644.00,3
841,特價,Christian Dior Eau Sauvage EDT (100 ml / 3.4 FL OZ),西西里柑橘、橘子、佛手柑、茉莉,橙花、梔子,檀香，雪松，琥珀白,Dior,39,850.00,3
848,特價,Gucci guilty black pour femme for women (50 ml / 1.7 FL OZ),柑橘、粉紅胡椒,天竺葵、桃、丁香,广藿香、 琥珀,Gucci,22,943.00,3
852,特價,Versace Yellow Diamond EDT TESTER (90 ml / 3 FL OZ),石榴、柚子,牡丹、木蘭,红木、琥珀、麝香,Versace,62,532.00,3
856,特價,Burberry Brit Eau de Toilette for women TESTER (100 ML / 3.4 FL OZ),橘子、玫瑰、金銀花,茉莉、蒂亚雷花、软牡丹,广藿香、檀香、麝香,Burberry,20,390.00,3
864,特價,Mont blanc Emblem Intense EDT (100 ml / 3.4 FL OZ),橙子、石灰、茉莉花、香檸檬、檸檬、內羅里,仙客来、肉荳蔻、米色諾、香菜、紫羅蘭,琥珀、广藿香橡树、雪松,MontBlanc,109,442.00,3
717,特價,Sean John Unforgivable for men (125 ML / 4.2 FL OZ),橘子、粉紅胡椒,梅花牡丹,麝香，檀香,Sean John,122,566.00,3
719,特價,Penhaligon’s No. 33 by Penhaligon’s Eau De Cologne Spray 100ml for Men,佛柑手、納西梨、撒上粉紅胡椒,牡丹、小蒼蘭花、保加利亞玫瑰,黃色的米拉貝李子花蜜，廣香，蜂蜜,Penhaligon's,96,953.00,3
725,特價,Lippizan by Parfums de Marly Eau De Toilette Spray 125ml for Men,鸢尾、柠檬马鞭草,紫罗兰叶,檀木，龙涎香,Parfums De Marly,85,1550.00,3
737,特價,DOLCE & GABBANA by Dolce & Gabbana Eau De Toilette Spray 75ml for Men,薰衣草,草本,麝,Dolce & Gabbana,120,530.00,3
741,特價,Davidoff Cool Water for men Tester (125ml / 4.2oz),胡椒、葡萄柚、豆蔻、柠檬,茶玫瑰、肉桂、香,琥珀，广藿香，雪松,Davidoff,29,270.00,3
700,特價,Versace Dylan Blue Eau De Parfum (100 ml / 3.4 FL OZ),香菜、佛手柑、橙、豆蔻,薰衣草、天竺葵、肉豆蔻、生姜、胡椒、小茴香,香根草、檀香、广藿香、雪松、琥珀,Versace,62,743.00,3
710,特價,Issey Miyake L’eau D’issey Pour Homme Wood & Wood EDP intense (100 ML / 3.3 FL OZ),荔枝、橘子、桃子、佛手柑,百合、李子、茉莉、铃兰,琥珀，麝香，香草，香根草,Issey Miyake,51,793.00,3
469,特價,Davidoff Zino for men (125 ML / 4.2 FL OZ),蜂蜜、肉桂、佛手柑、玫瑰、檸檬、龍蒿,广藿香、鳶尾根、茉莉、雪松,皮革、琥珀、广藿香、麝香、橡苔、香草、香根草,Davidoff,29,307.00,3
479,特價,Dolce & Gabbana D&G Le Bateleur 1 (100 ml / 3.4 FL OZ),黑醋栗、波斯树脂、佛手柑、西瓜,蒙古、康乃馨、鸢尾、薄荷、鼠尾草、铃兰、小豆蔻,雪松、香根草、烟草,Dolce & Gabbana,120,850.00,3
489,特價,D&G Light Blue women (100 ML / 3.4 FL OZ),意大利檸檬，格蘭尼史密斯蘋果，紅色漿果,茉莉，覆盆子冰糕,雪松木，琥珀，麝香，生奶油,Dolce & Gabbana,120,699.00,3
499,特價,Creed Neroli Sauvage (100 ML / 3.4 FL OZ),玉兰、鸢尾、绿色普通话、黑醋栗、红醋栗,管玫瑰、鸢尾根、风信子、白桃,檀香，琥珀，香草，天芥菜，巴西玫瑰木,Creed,117,2200.00,3
678,特價,Tom Ford Noir Eau De Parfum for men (50 ML / 1.7 FL OZ),"香柠檬, 水因子","快乐鼠尾草, 橙子花, 薰衣草","降龙涎香醚, 香根草 和 零陵香豆",Tom Ford,118,1473.00,3
685,特價,Versace pour homme EDT for Men (100 ml / 3.4 FL OZ),佛手柑、柑橘、蜂蜜,茉莉、玫瑰油、黑蘭花、天芥菜、木蘭,秘魯香脂，勞丹脂，檀香,Versace,62,574.00,3
690,特價,Versace Blue Jeans (75 ML / 2.5 FL OZ),柑橘油、橙花、藏红花、荳蔻、肉荳蔻,香、玫瑰、茉莉、橙花,木香、琥珀、香草,Versace,62,303.00,3
695,特價,Versace Yellow Diamond Intense EDP (90 ml / 3 FL OZ),蜜柚，黑加侖，覆盆子,小蒼蘭，茉莉，玫瑰,雪松、白木、檀香木,Versace,62,765.00,3
27,特價,Elizabeth Arden Eau Fraiche Fragrance for Women (100 ml / 3.4 FL OZ),沉香,中国雪松、鼠尾草,安息,Elizabeth Arden,66,334.00,3
28,特價,Elizabeth Arden Green Tea Mimosa Eau De Toilette for Women (100 ml / 3.4 FL OZ),茴香、米、波旁酒,橙色开花、咖啡、牡丹、香菜,香草、檀香、白麝香、牛奶,Elizabeth Arden,66,226.00,3
863,特價,Yves Saint Laurent YSL Black Opium EDP (90 ml / 3 FL OZ),野生漿果,茉莉、金銀花,金黄琥珀、焦糖、香草药,Yves Saint Laurent (YSL),27,1506.00,3
30,特價,Dolce & Gabbana Velvet Incenso Eau De Parfum for Women (47ml / 1.6 FL OZ),绿波、佛手柑、黑醋栗,茉莉、鈴蘭,雪松、檀香、香草、零陵香豆,Dolce & Gabbana,120,1506.00,3
16,特價,Elizabeth Arden White Tea Eau De Toilette for Women (100 ml / 3.4 FL OZ),"无花果,白茶,大黄","鼠尾草,薰衣草,茉莉","麝香,琥珀,通卡豆",Elizabeth Arden,66,434.00,3
17,特價,Elizabeth Arden Sunflowers Summer Bloom Eau De Toilette for Women (100 ml / 3.4 FL OZ),橙花，香瓜，橘子，桃子，香檸檬，巴西紅木，檸檬,仙客来，桂花，鳶尾根，茉莉，玫瑰,檀香木，琥珀，麝香，橡木苔，雪松,Elizabeth Arden,66,235.00,3
18,特價,Elizabeth Arden Blue Grass Eau De Parfum for Women (100 ml / 3.4 FL OZ),木兰，椴树花，橘子，紫丁香，鈴蘭，香檸檬,肉荳蔻，康乃馨，晚香玉，紫羅蘭，桃子，茉莉，依蘭，玫瑰,公丁香，鳶尾花，琥珀，檀香木，香草，麝香,Elizabeth Arden,66,258.00,3
29,特價,Dolce & Gabbana Velvet Love Eau De Parfum for Women (47 ml / 1.6 FL OZ),含羞草、橙花、桂皮、玫瑰、山楂、风信子,百合、紫羅蘭、鳶尾根、依蘭、玫瑰,檀香，鳶尾，琥珀，橡樹,Dolce & Gabbana,120,1838.00,3
31,特價,Dolce & Gabbana Dolce Floral Drops Eau De Parfum for Women (75ml / 2.4 FL OZ),粉红胡椒、橙花、香草、广藿香、雪松,茉莉、橘,广藿香、香草,Dolce & Gabbana,120,893.00,3
32,特價,Dolce & Gabbana The One Mysterious Night Eau De Parfum for Men (100ml / 3.3 FL OZ),柑橘、薄荷,杜松子、罗勒,麝香、龙涎香,Dolce & Gabbana,120,954.00,3
33,特價,Dolce & Gabbana The One Intense Eau De Parfum for Men (100ml / 3.3 FL OZ),香檸檬、橘子、仙人掌、橙花,海石榴、百合花、黃梔子、香雪蘭、玫瑰花、牡丹花、茉莉花、君影草,楠,Dolce & Gabbana,120,920.00,3
35,特價,Dolce & Gabbana Dolce Garden Eau De Parfum for Women (75ml / 2.5 FL OZ),虹膜、保加利亞玫瑰,晚香玉、麝香、橙花,檀香木，香根草，黑色，白雪松，零陵香豆，香草,Dolce & Gabbana,120,982.00,3
36,特價,Dolce & Gabbana Dolce Rose Eau De Toilette for Women (75ml / 2.5 FL OZ),橘子、李子、玫瑰,蜂蜜、橙花、鳶尾根,琥珀、香草、劳丹脂、檀香木,Dolce & Gabbana,120,1086.00,3
37,特價,Dolce & Gabbana Light Blue Forever Eau De Parfum for Women (100 ml / 3.4 FL OZ),香菜、鳶尾、薰衣草、鼠尾草、羅勒、茴香、佛手、檸檬,檀香、杜松子、广藿香、香根草、雪松及小荳蔻,皮革、黑香豆、琥珀、麝香、橡苔,Dolce & Gabbana,120,686.00,3
38,特價,Dolce & Gabbana Pour Femme Intense Eau De Parfum for Women (100 ml / 3.4 FL OZ),橙花油、海洋之露、檸檬、香檸檬、鳳梨,一品冠、香菜、茉莉花、橡木苔,巴西苏木、檀香树、麝香、橡木苔、頓加豆、小荳蔻,Dolce & Gabbana,120,692.00,3
39,特價,Dolce & Gabbana Light Blue Forever Eau De Parfum for Men (100 ml / 3.4 FL OZ),梨、麝香石竹,鸢尾花、土耳其玫瑰,马达加斯加香草、檀香木,Dolce & Gabbana,120,954.00,3
40,特價,Dolce & Gabbana The Only One Intense Eau De Parfum for Women (100 ml / 3.4 FL OZ),海洋香调、薄荷、醛类、佛手柑、青蒿、兰香、香芹,松树、杜松子、月桂叶、西瓜、天竺葵、茉莉花、芫荽,雪松、橡树苔、皮革、檀香、广藿香、麝香、琥珀,Dolce & Gabbana,120,1108.00,3
41,特價,Dolce & Gabbana Pour Femme Eau De Parfum for Women (100 ml / 3.4 FL OZ),綠色橙、佛手柑、血橙,巴拉圭、天竺葵、海洋,大溪地香根草、雪松、麝香,Dolce & Gabbana,120,641.00,3
42,特價,Dolce & Gabbana Light Blue Eau Intense Eau De Parfum for Men (200 ml / 6.7 FL OZ),红醋栗、辣橙色、粉红,綠茶、茉莉、牡丹、紫,雪松，琥珀和麝香,Dolce & Gabbana,120,1097.00,3
43,特價,Dolce & Gabbana Light Blue Eau Intense Eau De Parfum for Men (100 ml / 3.4 FL OZ),鼠尾草、荳蔻、柚子,紫羅蘭葉、肉桂,薰草豆、木,Dolce & Gabbana,120,828.00,3
44,特價,Dolce & Gabbana La Force 11 Eau De Toilette for Women (100 ml / 3.4 FL OZ),虹膜、保加利亞玫瑰,晚香玉、麝香、橙花,檀香木，香根草，黑色，白雪松，零陵香豆，香草,Dolce & Gabbana,120,595.00,3
45,特價,Davidoff Cool Water Street Fighter Eau De Toilette for Women (100 ml / 3.4 FL OZ),迷迭香、菠蘿、香菜、肉桂、薰衣草、杜松子、薄荷、佛手柑小荳蔻,橙花、紫羅蘭、茉莉、天竺葵,檀香、琥珀、广藿香、麝香、木莓、香草、黑巧克力、橡苔、香根草,Davidoff,29,357.00,3
46,特價,Davidoff Adventure Amazonia Eau De Toilette for Men (100 ml / 3.4 FL OZ),卡拉布里亞佛手、意大利橙、檸檬、紫羅蘭葉,波本胡椒、白松、肉荳蔻、紫羅蘭,美洲雪松、波旁香根草、印度尼西亞廣藿香,Davidoff,29,777.00,3
47,特價,Davidoff Cool Water Pacific Summer Eau De Toilette for Women (100 ml / 3.4 FL OZ),西番蓮、荔枝、紅蘋果、西瓜,木蘭、玫瑰、櫻花,广藿香、覆盆子、麝香、雪松,Davidoff,29,412.00,3
48,特價,Davidoff Cool Water Street Fighter Eau De Toilette for Men (125 ml / 4.2 FL OZ),佛柑手、醛、桃、橘花、金銀花、鳶尾,玫瑰、茉莉、依蘭、香菜、含羞草、晚香玉、紫羅蘭、天竺葵,涼鞋、香根草、廣藿香、香草、麝香,Davidoff,29,340.00,3
49,特價,Davidoff Cool Water Sea Rose Eau De Toilette for Women (100 ml / 3.4 FL OZ),決明子、佛手、陳皮、番茄葉,辣椒、玫瑰,檀香、廣藿香,Creed,117,390.00,3
50,特價,Davidoff Cool Water Caribbean Summer Eau De Toilette for Women (100 ml / 3.4 FL OZ),五香粉、小蒼蘭紫,天芥菜、茉莉、芙蓉花、保加利亞玫瑰,雪松、檀香、熏香,Davidoff,29,379.00,3
51,特價,Davidoff Zino Davidoff Eau De Toilette for Men (125 ml / 4.2 FL OZ),水薄荷、橘子、罗勒,姜、雪松、香、木质元素,肉豆蔻、莲花、绒面革、紫罗兰叶,Creed,117,300.00,3
52,特價,Creed Jasmin Imperatrice Eugenie Millesime for Women (75 ml / 2.5 FL OZ),綠色萊拉、柑橘、里德、薄荷,紫羅蘭、辣椒、水百合、白桃、朱頂紅,香草、雪松、白麝香,Creed,117,2723.00,3
53,特價,Creed Love In Black Eau De Parfum for Women (75 ml / 2.5 FL OZ),檸檬、佛手柑、普通話、柑桔、百里香、馬鬱蘭,小顆粒姜,森林，鳶尾根，琥珀，麝香,Creed,117,2667.00,3
54,特價,Creed Love In White For Summer Eau De Parfum for Women (75 ml / 2.5 FL OZ),西西里柑橘、橘柚果、墨西哥橘、芳香百里香、西班牙马鬱兰、希 腊薰衣草,北非橙花、印度植物茉莉花、茉莉花、橙,Kephalis 木材、Geaorgewood、麝香,Creed,117,3386.00,3
55,特價,Creed Acqua Fiorentina Millesime for Women (75 ml / 2.5 FL OZ),橙、蘋果、紅醋栗,百合、茉莉花瓣、粉紅金銀花,廣藿香、麝香、琥珀,Creed,117,3165.00,3
56,特價,Creed Tabarome Millesime for Men (250 ml / 8.4 FL OZ),橘子、非洲橙花、葡萄柚,茉莉、金銀花、李子,琥珀、香草、檀香,Creed,117,5652.00,3
57,特價,Creed Royal Princess Oud Millesime for Women (75 ml / 2.5 FL OZ),艾草、罗勒、大黄、茴香、,杜松子、薰衣草、肉桂、茉莉、鳶尾根、綠葉,烟草、麂皮、广藿香、橡苔、香脂冷杉,Creed,117,2667.00,3
58,特價,Creed Fleurissimo Eau De Parfum for Women (100 ml / 3.4 FL OZ),迷迭香、酸橙、柑橘橙、柑橘木,柏、姜、杜松子、粉红、薰衣草,檀香、琥珀、广藿香、雪松、橡苔,Creed,117,2840.00,3
60,特價,Creed Original Vetiver Eau De Parfum for Men (100 ml / 3.4 FL OZ),橙、姜、葡萄柚、柠檬、酸橙,桃花心木、柏树、鼠尾草、天竺葵、豆蔻,广藿香、安息香、香根草、雪松、香草,Creed,117,3011.00,3
61,特價,Creed Himalaya Eau De Parfum Unisex (100 ml / 3.4 FL OZ),薄荷、粉紅胡椒、檸檬、菠蘿葉、荳蔻、金橘、橘子,小蒼蘭、荳蔻、胡荽、杜松、鼠尾草、茉莉,柚木木材、皮革、香草,Creed,117,3220.00,3
410,特價,Guess 1981 for men (100 ML / 3.4 FL OZ),覆盆子、粉紅胡椒,玫瑰、木蘭、梔子花,麝香,Guess,34,280.00,3
62,特價,Creed Viking Cologne Eau De Parfum for Men (100 ml / 3.4 FL OZ),菠萝、木瓜、黑醋栗、百合、甜瓜、柠檬、莲花、卡龙,蜂蜜、山楂、茉莉、睡莲、铃兰、莲花、玫瑰,黑莓，紫罗兰，檀香，麝香，覆盆子，香草，桃，香根草,Creed,117,3607.00,3
63,特價,Creed Aventus Cologne Eau De Parfum for Men (100 ml / 3.4 FL OZ),橙花、柑橘、八角、梨,虹膜、生薑、梅、蘭、依蘭,琥珀、麝香、香草、肉桂,Creed,117,3773.00,3
64,特價,Creed Jardin D’amalfi Eau De Parfum Unisex (74 ml / 2.4 FL OZ),檸檬、羅勒、佛手柑、小茴香、薰衣草,茉莉、玫瑰、康乃馨、虹膜根部、香菜、广藿香、檀香,橡苔，香根草，麝香和琥珀,Creed,117,5100.00,3
65,特價,Creed Original Santal Eau De Parfum for Men (100 ml / 3.4 FL OZ),粉紅胡椒、紅漿果,覆盆子、 桃花、紫羅蘭,廣藿香、琥珀,Creed,117,3662.00,3
66,特價,Creed White Amber Eau De Parfum for Women (248 ml / 8.4 FL OZ),檸檬、佛手柑、橙花油、梨果汁,橙花、小蒼蘭、含羞草、睡蓮,琥珀、麝香、零陵香木,Creed,117,5652.00,3
67,特價,Creed Aberdeen Lavender Eau De Parfum for Women (100 ml / 3.4 FL OZ),綠色杏仁、冰梨、檸檬草、意大利青檸,糖衣杏仁、牡丹,红色木材、琥珀、芳香草药,Creed,117,2254.00,3
68,特價,Carolina Herrera Bad Boy Eau De Toilette for Men (100 ml / 3.4 FL OZ),葡萄柚、鼠尾草、荳蔻、香菜種子,紫羅蘭葉、蘋果、肉桂、玫瑰,木香、广藿香、薰草豆,Carolina Herrera,106,893.00,3
70,特價,Carolina Herrera Good Girl Supreme Eau De Parfum for Women (80 ml / 2.7 FL OZ),生薑、阿馬爾菲檸檬,小荳蔻、粉紅胡椒,香根草，麝香，弗吉尼亞雪松,Carolina Herrera,106,1330.00,3
71,特價,Carolina Herrera Ch Carolina Herrera Eau De Toilette for Women (100 ml / 3.4 FL OZ),黑醋栗芽、佛手柑、青檸,鈴蘭、桃、梨、牡丹、玫瑰,檀香、香草、白麝香,Carolina Herrera,106,787.00,3
72,特價,Carolina Herrera Bad Boy Le Eau De Parfum for Men (100 ml / 3.4 FL OZ),橙花、木香,三叶草、香草、覆盆子,广藿香、可可、蜂蜜,Carolina Herrera,106,882.00,3
73,特價,Carolina Herrera Good Girl Legere Eau De Parfum for Women (80 ml / 2.7 FL OZ),佛柑手、薄荷、橙、檸檬馬鞭草、苦橙葉、白松香,茉莉、天竺葵、鳶尾草、肉荳蔻,雪松、檀香、苔蘚、香草,Carolina Herrera,106,1160.00,3
74,特價,Carolina Herrera 212 Vip Rose Eau De Parfum for Women (125 ml / 4.2 FL OZ),菠蘿、黑醋栗、瓜、紅莓、決明子、荔枝,玉蘭、鳶尾花、綠葉、小蒼蘭、羅勒、茉莉、香菜、香草、百合谷、玫瑰、杏仁開花,檀香、琥珀、广藿香、麝香、安息香、焦糖、香根草、香草,Carolina Herrera,106,1296.00,3
75,特價,Carolina Herrera Chic Eau De Parfum for Women (80 ml / 2.7 FL OZ),白樺葉、綠色普通話、橘子、杜松、羅勒、佛手柑、葡萄柚、西西里檸檬,虹膜、薰衣草、鼠尾草,零陵香豆、琥珀、檀香、朗姆酒、羊绒木,Carolina Herrera,106,468.00,3
76,特價,Carolina Herrera 212 Splash Eau De Toilette for Women (60 ml / 2 FL OZ),佛柑手、橙子、葡萄柚、艾蒿、香菜、鼠尾草、柏树,薰衣草、紫罗兰、黑胡椒、生姜、茉莉、玫瑰、铃兰、天竺葵、藏红花、豆蔻,琥珀、香根草、麝香、苔藓、烟草、零陵香豆、香草、雪松,Carolina Herrera,106,710.00,3
77,特價,Carolina Herrera Ch L’eau Eau De Toilette for Women (100 ml / 3.4 FL OZ),小豆蔻、佛手柑、阿马尔菲柠檬、龙蒿、百里香、鼠尾草,香根草、鸢尾、茉莉、广藿香、雪松、波斯树脂、玫瑰,麝香、橡苔、琥珀、香草、皮革,Carolina Herrera,106,584.00,3
79,特價,Carolina Herrera Sandal Ruby Eau De Parfum Unisex (100 ml / 3.4 FL OZ),菠萝、木瓜、黑醋栗、百合、甜瓜、柠檬、莲花、卡龙,蜂蜜、山楂、茉莉、睡莲、铃兰、莲花、玫瑰,黑莓，紫罗兰，檀香，麝香，覆盆子，香草，桃，香根草,Carolina Herrera,106,3939.00,3
81,特價,Carolina Herrera Orange Affair Eau De Toilette Unisex (100 ml / 3.4 FL OZ),柚子、荳蔻、伊萊米,氨溴生、杏、檀香、弗吉尼亞州雪松,海地香根草，广香，木质元素,Carolina Herrera,106,2115.00,3
83,特價,Calvin Klein Euphoria Essence Eau De Parfum For Women (100 ml / 3.4 FL OZ),荳蔻、杜松子、樺樹,水笔，卡娜,香根草，弗吉尼亞雪松，橄欖油,Calvin Klein,65,588.00,3
84,特價,Calvin Klein Obsession Eau De Parfum For Women (100 ml / 3.4 FL OZ),蘋果、雪松、風鈴草、西西里檸檬,白玫瑰、竹、茉莉花,琥珀、麝香、雪松,Calvin Klein,65,445.00,3
85,特價,Calvin Klein Euphoria Intense Eau De Toilette For Men (100 ml / 3.4 FL OZ),佛柑手、葡萄柚,奈若利、马鞭草,龙涎香,Calvin Klein,65,666.00,3
86,特價,Calvin Klein Eternity Summer Eau De Parfum for Women (100 ml / 3.4 FL OZ),意大利佛柑手、馬鞭草、香菜、拜玫瑰（粉紅胡椒）、紫羅蘭花,黑胡椒、肉荳蔻、托斯卡納鳶尾樹脂、埃及天竺葵、保加利亞玫瑰、鼠尾草,琥珀，广藿香印尼，香根草，果子狸，香草,Calvin Klein,65,341.00,3
87,特價,Calvin Klein Obsession Night Eau De Parfum For Women (100 ml / 3.4 FL OZ),茉莉花叶、香檸檬、玫瑰,李子、覆盆子、黎巴嫩蓝柏,麝香、琥珀,Calvin Klein,65,373.00,3
88,特價,Calvin Klein Obsession Night Eau De Toilette For Men (125 ml / 4 FL OZ),檸檬、橙花、佛手柑、玫瑰谷地,风信子、鼠尾草、雪松、天竺葵,黑香豆、麝香、琥珀,Calvin Klein,65,373.00,3
89,特價,Calvin Klein Eternity Air Eau De Toilette For Man (100 ml / 3.4 FL OZ),手柑、檸檬、大茴香、羅勒、黃檀樹,天竺葵、玫瑰、薰衣草、茉莉、鼠尾草、天芥菜、百合,虹膜、檀香木、香根草、麝香、广藿香、薰草豆、香草、琥珀,Calvin Klein,65,467.00,3
90,特價,Calvin Klein Man Eau De Toilette For Men (100 ml / 3.4 FL OZ),佛柑手、橙花、鑽石橘皮、梨,橙花、小蒼蘭、茉莉、桂花,琥珀木、麝香、安息香、零陵香木,Calvin Klein,65,354.00,3
91,特價,Calvin Klein Eternity Flame Eau De Toilette For Men (100 ml / 3.4 FL OZ),檸檬、姜、薰衣草、薄荷,危地馬拉荳蔻、杜松子、蘋果、天竺葵,海參香根草、tonka豆、琥珀,Calvin Klein,65,412.00,3
422,特價,Davidoff Cool Water for women (100 ML / 3.4 FL OZ),小豆蔻、龙蒿、生姜、菠萝,雪松、香根草、肉桂,檀香、橡苔、麝香、零陵香豆,Davidoff,29,316.00,3
92,特價,Calvin Klein Forbidden Euphoria Eau De Parfum For Women (100 ml / 3.4 FL OZ),甜菜葫芦、树草莓、护石榴,西番蓮、茉莉、睡蓮、中國粉紅牡丹,檀香、麝香、巴西玫瑰木、 羊绒木,Calvin Klein,65,732.00,3
93,特價,Calvin Klein Euphoria Blush Eau De Parfum For Women (100 ml / 3.4 FL OZ),甘菊、蘋果、荔枝、柑桔、玫瑰、李子、桃子,丁香、Hiacynth、桃花、茉莉、玫瑰、百合,檀香，琥珀，麝香，香草，橡苔,Calvin Klein,65,516.00,3
94,特價,Calvin Klein Euphoria Pure Gold Eau De Parfum For Women (100 ml / 3.4 FL OZ),柑橘克萊門汀、新鮮黃瓜、能量飲料,黑胡椒、黑色罗勒、小荳蔻,烟草，麝香，广藿香和ambrene木,Calvin Klein,65,611.00,3
96,特價,Calvin Klein Euphoria Crystalline Eau De Parfum For Women (100 ml / 3.4 FL OZ),香菜、薰衣草、薑黃、茶、葡萄柚、橙花、天竺葵、香檸檬,肉荳蔻、胡椒、苦瓜、癒創木、巴西紅木、荳蔻,鳶尾，檀香，麝香，橡木和雪松。,Calvin Klein,65,755.00,3
97,特價,Calvin Klein Euphoria Essence Eau De Toilette For Men (100 ml / 3.4FL OZ),木犀草、柑橘、鼠尾草,藍色風信子、鳶尾花、油桃、桃子花、紅色仙客來、野玫瑰,檀香、雪松、麝香,Calvin Klein,65,666.00,3
98,特價,Bvlgari Omnia Amethyste Eau De Toilette For Women (65 ml / 2.2 FL OZ),西西里橙、佛手柑、巴西玫瑰木,洋甘菊、向日葵、玫瑰,天然桃、香草、鳶尾,Bvlgari,13,810.00,3
99,特價,Bvlgari Omnia Eau De Parfum For Women (40 ml / 2.2 FL OZ),醛、薰衣草、橘子、茶、肉荳蔻花香檸檬,仙客来、香菜、康乃馨、虹膜、胡椒、癒創木、巴西紅木、天竺葵、荳蔻,顿卡豆、琥珀、麝香、橡木、香根草、雪松,Bvlgari,13,1506.00,3
100,特價,Bvlgari Omnia Coral Eau De Toilette For Women (65 ml / 2.2 FL OZ),加利福尼亞橙、黑加侖子、露水莓、玫瑰,茉莉、麥當娜百合、晚香玉、桃子、覆盆子,橡木、香草、雪松木,Bvlgari,13,1020.00,3
